Evolution,Iteration,Chromosome,Fitness
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,331,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,332,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,333,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,334,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,335,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,336,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,337,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,338,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,339,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,340,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,341,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,342,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,343,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,344,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,345,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,346,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,347,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,348,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,349,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 98.2673, -7.92]",150812
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,350,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,351,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,351,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,351,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,351,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
3,351,"[49.9663, -71.7545, -25.987, -78.9367, -37.23, 91.73, 79.33, 97.0016, -7.92]",150520
